Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1946445,2016-05-06,2015-03-30,14147809,2829561800,14147809,200,1847,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946445,SRX973128,9890,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887663,SAMN03327289,simple,3702,Arabidopsis thaliana,9890,,,,,,,no,,,,,MPI-DB,SRA249184,,public,4B5F08BD7CD1BFDA022F2F7630CEAF29,685E851A99AD2B133BAF85C975B22768
SRR1946446,2016-05-06,2015-03-30,52935872,10587174400,52935872,200,6844,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946446,SRX973129,9891,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887664,SAMN03327290,simple,3702,Arabidopsis thaliana,9891,,,,,,,no,,,,,MPI-DB,SRA249184,,public,45D1E3162EDACCC408492753F16E1096,ADDC210D5B1EB48D22BE045A9CB07E09
SRR1946447,2016-05-06,2015-03-30,14258417,2851683400,14258417,200,1861,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946447,SRX973130,9892,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887662,SAMN03327291,simple,3702,Arabidopsis thaliana,9892,,,,,,,no,,,,,MPI-DB,SRA249184,,public,F5516D7CBA9581E5367DDC59AD998953,6941EEF20FA0836BE2F4C7EDD8FDCF11
SRR1946448,2016-05-06,2015-03-30,14466336,2893267200,14466336,200,1887,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946448,SRX973131,9894,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887659,SAMN03327292,simple,3702,Arabidopsis thaliana,9894,,,,,,,no,,,,,MPI-DB,SRA249184,,public,CAA389DFD3BD498C15D325C9A96A2971,60DF3CABA4B2FB00CCD4C82F65E7279D
SRR1946449,2016-05-06,2015-03-30,20279209,4055841800,20279209,200,2677,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946449,SRX973132,9895,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887656,SAMN03327293,simple,3702,Arabidopsis thaliana,9895,,,,,,,no,,,,,MPI-DB,SRA249184,,public,50D2208C7BD4D8195864B33C16D18BE2,0E2D9608C3B2F9CBA388784DAB524C12
SRR1946450,2016-05-06,2015-03-30,14149030,2829806000,14149030,200,1852,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946450,SRX973133,9897,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887655,SAMN03327294,simple,3702,Arabidopsis thaliana,9897,,,,,,,no,,,,,MPI-DB,SRA249184,,public,0A255E5587C3F02EA4F715B9585C9859,C3188D07C1C5354EDD4EFBAA6474A154
SRR1946451,2016-05-06,2015-03-30,18276888,3655377600,18276888,200,2400,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946451,SRX973134,9898,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887657,SAMN03327295,simple,3702,Arabidopsis thaliana,9898,,,,,,,no,,,,,MPI-DB,SRA249184,,public,790EB495978B25785E389E03D52FAC21,7AD4C558830E645377153B34ECDFE2AD
SRR1946452,2016-05-06,2015-03-30,14020270,2804054000,14020270,200,1846,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946452,SRX973135,9899,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887658,SAMN03327296,simple,3702,Arabidopsis thaliana,9899,,,,,,,no,,,,,MPI-DB,SRA249184,,public,7B7F684BBD2E4CE21A0FA8936917F1A7,3B063B54C1233611DB50C0F602EE5B9C
SRR1946453,2016-05-06,2015-03-30,15991625,3198325000,15991625,200,2093,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946453,SRX973136,9900,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887540,SAMN03327297,simple,3702,Arabidopsis thaliana,9900,,,,,,,no,,,,,MPI-DB,SRA249184,,public,BE305A8AA49444CC644E2F8FB8FDE718,C85F3F420F390EDEB01E34B2B0329A0D
SRR1946454,2016-05-06,2015-03-30,19142005,3828401000,19142005,200,2507,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946454,SRX973137,9901,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887654,SAMN03327298,simple,3702,Arabidopsis thaliana,9901,,,,,,,no,,,,,MPI-DB,SRA249184,,public,A2A6D894D23370976AC9F8C9CA204724,6BA15F37FF52F7F8766D8E6E350E43DA
SRR1946455,2016-05-06,2015-03-30,21624165,4324833000,21624165,200,2851,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946455,SRX973138,9902,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887650,SAMN03327299,simple,3702,Arabidopsis thaliana,9902,,,,,,,no,,,,,MPI-DB,SRA249184,,public,5233541C3B90337469491134EC6EF878,0565EF4D06E3ECFBD26471378AFEFE6A
SRR1946456,2016-05-06,2015-03-30,9816324,1963264800,9816324,200,1283,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946456,SRX973139,9903,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887537,SAMN03327300,simple,3702,Arabidopsis thaliana,9903,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B422E50BB85EA51B7F773CB6E9C46421,A0339D6CDDCC8EE2DFD2F96329764FD7
SRR1946457,2016-05-06,2015-03-30,12333308,2466661600,12333308,200,1641,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946457,SRX973140,9904,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887539,SAMN03327301,simple,3702,Arabidopsis thaliana,9904,,,,,,,no,,,,,MPI-DB,SRA249184,,public,056A90222B9C0FC977D97CA45D67DDEB,A88DD3FBDC2BAEED3A3A418CB5C8B7CC
SRR1946458,2016-05-06,2015-03-30,9805974,1961194800,9805974,200,1280,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946458,SRX973141,9905,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887538,SAMN03327302,simple,3702,Arabidopsis thaliana,9905,,,,,,,no,,,,,MPI-DB,SRA249184,,public,FBCA55985FB43FD442453265466B5DA4,1D012A68FAD0189787BAA3E33EDDA166
SRR1946459,2016-05-06,2015-03-30,11746503,2349300600,11746503,200,1302,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946459,SRX973142,9906,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887651,SAMN03327303,simple,3702,Arabidopsis thaliana,9906,,,,,,,no,,,,,MPI-DB,SRA249184,,public,2B881D32035D8FAFCAADCB01B113375A,29083FA28172261FBDBE59CB2A0093BF
SRR1946460,2016-05-06,2015-03-30,14178962,2835792400,14178962,200,1743,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946460,SRX973143,9908,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887653,SAMN03327304,simple,3702,Arabidopsis thaliana,9908,,,,,,,no,,,,,MPI-DB,SRA249184,,public,6B6A76D5DBE957A8B7C43B239076F81A,7AC2C8202E59968309CD6953E8AFB953
SRR1946461,2016-05-06,2015-03-30,9350391,1870078200,9350391,200,1162,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946461,SRX973144,9909,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887652,SAMN03327305,simple,3702,Arabidopsis thaliana,9909,,,,,,,no,,,,,MPI-DB,SRA249184,,public,DFCBD3A874A25637D0E03CD34B46740B,CF4BD402F7AB616C627E947A20F48606
SRR1946462,2016-05-06,2015-03-30,16193822,3238764400,16193822,200,1985,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946462,SRX973145,9910,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887649,SAMN03327306,simple,3702,Arabidopsis thaliana,9910,,,,,,,no,,,,,MPI-DB,SRA249184,,public,504BE42494E84A967C0BCB68BC486940,A8F156A98E98C72E0FFC5A446C0A9E97
SRR1946463,2016-05-06,2015-03-30,25951374,5190274800,25951374,200,3220,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946463,SRX973146,9911,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887648,SAMN03327307,simple,3702,Arabidopsis thaliana,9911,,,,,,,no,,,,,MPI-DB,SRA249184,,public,2F579BABDA371261A1EB5CED69218AEA,50CA473648262385E40D2045C93EA3D9
SRR1946464,2016-05-06,2015-03-30,13929438,2785887600,13929438,200,1705,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946464,SRX973147,9912,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887646,SAMN03327308,simple,3702,Arabidopsis thaliana,9912,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B00C8133A3BFF9BCDB30C85A2EEBFD7E,3E07C6EBB87CF764C0B9755BC24F7404
SRR1946465,2016-05-06,2015-03-30,17482513,3496502600,17482513,200,2174,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946465,SRX973148,9914,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887645,SAMN03327309,simple,3702,Arabidopsis thaliana,9914,,,,,,,no,,,,,MPI-DB,SRA249184,,public,5861C9EE650C04DA62783E674120B305,2020296331D57839F0FD21870729942D
SRR1946466,2016-05-06,2015-03-30,12487234,2497446800,12487234,200,1469,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946466,SRX973149,9915,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887647,SAMN03327310,simple,3702,Arabidopsis thaliana,9915,,,,,,,no,,,,,MPI-DB,SRA249184,,public,1AD7D9D825781F743E21D2BD32952BD5,63B8786582089109D4C68FF504AAE8D8
SRR1946467,2016-05-06,2015-03-30,18099621,3619924200,18099621,200,2218,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946467,SRX973150,9917,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887642,SAMN03327311,simple,3702,Arabidopsis thaliana,9917,,,,,,,no,,,,,MPI-DB,SRA249184,,public,AC063FFDB3C6BE4099AE2F76F901055C,882F2E3D46A42936195A002E958D80D3
SRR1946468,2016-05-06,2015-03-30,11255147,2251029400,11255147,200,1380,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946468,SRX973151,9918,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887643,SAMN03327312,simple,3702,Arabidopsis thaliana,9918,,,,,,,no,,,,,MPI-DB,SRA249184,,public,177185A560DD2CC4801A1023954F6CFE,A739E2A3AB7066B2021BA3B1B6824E5C
SRR1946469,2016-05-06,2015-03-30,21325542,4265108400,21325542,200,2644,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946469,SRX973152,9920,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887644,SAMN03327313,simple,3702,Arabidopsis thaliana,9920,,,,,,,no,,,,,MPI-DB,SRA249184,,public,A248CBC90B24A2A29C3200B8CB73B54E,A851C3A2D8A83831E6A672607288071E
SRR1946270,2016-05-06,2015-03-30,9973292,1994658400,9973292,200,1316,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946270,SRX972953,9691,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887816,SAMN03327114,simple,3702,Arabidopsis thaliana,9691,,,,,,,no,,,,,MPI-DB,SRA249184,,public,5A999283FB608FCE21EB2DEE9AB185AE,3A440386C7C4CAC4ACE89A5B8CEE5CBC
SRR1946271,2016-05-06,2015-03-30,16628059,3325611800,16628059,200,2183,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946271,SRX972954,9692,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887814,SAMN03327115,simple,3702,Arabidopsis thaliana,9692,,,,,,,no,,,,,MPI-DB,SRA249184,,public,3D9465DD92FB16AF62BCDCB541994267,569192D55C4560F680D172713EF8A8D4
SRR1946272,2016-05-06,2015-03-30,13246487,2649297400,13246487,200,1741,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946272,SRX972955,9693,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887519,SAMN03327116,simple,3702,Arabidopsis thaliana,9693,,,,,,,no,,,,,MPI-DB,SRA249184,,public,DE88077AE51A9B3094AE0DA0E26B138E,3B7ED70A7F4BE12B00BE7FEEA14BA9C2
SRR1946273,2016-05-06,2015-03-30,18527886,3705577200,18527886,200,2415,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946273,SRX972956,9694,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887518,SAMN03327117,simple,3702,Arabidopsis thaliana,9694,,,,,,,no,,,,,MPI-DB,SRA249184,,public,2F51E0E927A47C50AEFEFD4E6E3CD279,0289045F40F8A6E5210BD035807FFABB
SRR1946274,2016-05-06,2015-03-30,10794862,2158972400,10794862,200,1320,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946274,SRX972957,9695,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887813,SAMN03327118,simple,3702,Arabidopsis thaliana,9695,,,,,,,no,,,,,MPI-DB,SRA249184,,public,CB1A83DA81ECC7D07F36596A4B566C6A,5C286D07D6FFA038EDF7B5977F309147
SRR1946275,2016-05-06,2015-03-30,11803787,2360757400,11803787,200,1446,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946275,SRX972958,9696,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887815,SAMN03327119,simple,3702,Arabidopsis thaliana,9696,,,,,,,no,,,,,MPI-DB,SRA249184,,public,2E4F08FAD5278F58B07E6758C631DD6A,1208EA9B0EDFBF6DBDA9521D7F09069F
SRR1946276,2016-05-06,2015-03-30,21745054,4349010800,21745054,200,2679,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946276,SRX972959,9697,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887522,SAMN03327120,simple,3702,Arabidopsis thaliana,9697,,,,,,,no,,,,,MPI-DB,SRA249184,,public,1011137948689B4FF5D788E69C2F9754,3970775433707E6ABC68956FC41A9680
SRR1946277,2016-05-06,2015-03-30,14331777,2866355400,14331777,200,1776,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946277,SRX972960,9698,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887810,SAMN03327121,simple,3702,Arabidopsis thaliana,9698,,,,,,,no,,,,,MPI-DB,SRA249184,,public,5A44001236A4D56B2C1A991F7FB55725,EF0EC7802365E6E4DA4EF5CD7E0F0C1F
SRR1946278,2016-05-06,2015-03-30,11314652,2262930400,11314652,200,1388,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946278,SRX972961,9699,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887811,SAMN03327122,simple,3702,Arabidopsis thaliana,9699,,,,,,,no,,,,,MPI-DB,SRA249184,,public,0A7B556071C06D6B367142FBF542C1A9,B1232B25EA41CA9E77B66B12059843E1
SRR1946279,2016-05-06,2015-03-30,17069367,3413873400,17069367,200,2217,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946279,SRX972962,9700,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887812,SAMN03327123,simple,3702,Arabidopsis thaliana,9700,,,,,,,no,,,,,MPI-DB,SRA249184,,public,BC26430D9335D13DD5DB8F6F9F996876,B76D66187611B20F46A9894569AADDF2
SRR1946280,2016-05-06,2015-03-30,20090735,4018147000,20090735,200,2651,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946280,SRX972963,9701,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887809,SAMN03327124,simple,3702,Arabidopsis thaliana,9701,,,,,,,no,,,,,MPI-DB,SRA249184,,public,BABE20C46698DD73D69B8A7BCA358E76,A85A0DBED31E67CA95CF59CC93BAE31C
SRR1946281,2016-05-06,2015-03-30,21027037,4205407400,21027037,200,2734,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946281,SRX972964,9703,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887807,SAMN03327125,simple,3702,Arabidopsis thaliana,9703,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B89E8FBDAEAABF0DCA0A693BBD594399,4FA696B115D92BCA87C5C7DD5130CA80
SRR1946282,2016-05-06,2015-03-30,8009149,1601829800,8009149,200,973,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946282,SRX972965,9704,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887808,SAMN03327126,simple,3702,Arabidopsis thaliana,9704,,,,,,,no,,,,,MPI-DB,SRA249184,,public,7A94EA48E1074AD022BE5C3B70B6326B,5DD665C3E7BCCAB37E655E1D35057667
SRR1946283,2016-05-06,2015-03-30,20959390,4191878000,20959390,200,2765,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946283,SRX972966,9705,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887806,SAMN03327127,simple,3702,Arabidopsis thaliana,9705,,,,,,,no,,,,,MPI-DB,SRA249184,,public,DC6D50CDACCA4E0E49808249D382C592,51AE3DD363591D0E73225860ED6B1BD8
SRR1946284,2016-05-06,2015-03-30,10243832,2048766400,10243832,200,1292,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946284,SRX972967,9706,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887521,SAMN03327128,simple,3702,Arabidopsis thaliana,9706,,,,,,,no,,,,,MPI-DB,SRA249184,,public,09097896C779B75DF359D248E51E9225,5174F2135B38229C96445C1BD4054922
SRR1946285,2016-05-06,2015-03-30,17098507,3419701400,17098507,200,2231,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946285,SRX972968,9707,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887805,SAMN03327129,simple,3702,Arabidopsis thaliana,9707,,,,,,,no,,,,,MPI-DB,SRA249184,,public,71BA6E8885F019291FBCAA3026559F82,FF9CE05BB9078C67D9993FE440604FB2
SRR1946286,2016-05-06,2015-03-30,21779264,4355852800,21779264,200,2844,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946286,SRX972969,9708,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887520,SAMN03327130,simple,3702,Arabidopsis thaliana,9708,,,,,,,no,,,,,MPI-DB,SRA249184,,public,C5877EB669D8C21B05FCC26EE3001867,D8B805FB34A84BC597D35EE482F99DCB
SRR1946287,2016-05-06,2015-03-30,17874493,3574898600,17874493,200,2342,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946287,SRX972970,9709,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887833,SAMN03327131,simple,3702,Arabidopsis thaliana,9709,,,,,,,no,,,,,MPI-DB,SRA249184,,public,1AB868C8BF7DB045BAB102BC88F5F66C,401F1EB44BEB38F3DEBA5B3CE856F5B0
SRR1946288,2016-05-06,2015-03-30,12633024,2526604800,12633024,200,1640,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946288,SRX972971,9710,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887836,SAMN03327132,simple,3702,Arabidopsis thaliana,9710,,,,,,,no,,,,,MPI-DB,SRA249184,,public,D27DDC25DC9E6812344A858E6360932E,6DF7BD90221E1D63AC6162AE4A3B8D8A
SRR1946289,2016-05-06,2015-03-30,16491719,3298343800,16491719,200,2160,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946289,SRX972972,9711,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887803,SAMN03327133,simple,3702,Arabidopsis thaliana,9711,,,,,,,no,,,,,MPI-DB,SRA249184,,public,00CB85F8052BE53D8B7EF9E7FE662497,D98F6D0F557297EB887258CCD36E576E
SRR1946290,2016-05-06,2015-03-30,12445994,2489198800,12445994,200,1528,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946290,SRX972973,9712,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887801,SAMN03327134,simple,3702,Arabidopsis thaliana,9712,,,,,,,no,,,,,MPI-DB,SRA249184,,public,7D1110AB64710E108C37B240F042F1DC,8409D3B32D8188FCBAB00A6331ECD3EA
SRR1946291,2016-05-06,2015-03-30,11974812,2394962400,11974812,200,1494,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946291,SRX972974,9713,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887802,SAMN03327135,simple,3702,Arabidopsis thaliana,9713,,,,,,,no,,,,,MPI-DB,SRA249184,,public,4DE7D8369CD19AFDE5D990CE4588B673,D92971FC5B29C7D708161750329D3211
SRR1946292,2016-05-06,2015-03-30,15276398,3055279600,15276398,200,1946,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946292,SRX972975,9714,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887800,SAMN03327136,simple,3702,Arabidopsis thaliana,9714,,,,,,,no,,,,,MPI-DB,SRA249184,,public,DBC449AF20FC5209ED670A30A64F2232,CB39DB827367A99C823BD4C7AF10C02F
SRR1946293,2016-05-06,2015-03-30,11027863,2205572600,11027863,200,1350,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946293,SRX972976,9716,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887804,SAMN03327137,simple,3702,Arabidopsis thaliana,9716,,,,,,,no,,,,,MPI-DB,SRA249184,,public,128A8750BE51067A37BAC8B51AE85CC2,8804B0D527AC19B353F36A91BC2B388C
SRR1946294,2016-05-06,2015-03-30,19282449,3856489800,19282449,200,2503,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946294,SRX972977,9717,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887797,SAMN03327138,simple,3702,Arabidopsis thaliana,9717,,,,,,,no,,,,,MPI-DB,SRA249184,,public,FBB2EF5EE8780403B8AEB612D8160C68,736C702E1C9863B97831758542A11F20
SRR1946295,2016-05-06,2015-03-30,11439042,2287808400,11439042,200,1374,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946295,SRX972978,9718,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887798,SAMN03327139,simple,3702,Arabidopsis thaliana,9718,,,,,,,no,,,,,MPI-DB,SRA249184,,public,4990663A62B4FE9AAEFFE5200C168A45,088869DE7F8D6F7F8B35F17F65961293
SRR1946296,2016-05-06,2015-03-30,9725605,1945121000,9725605,200,1187,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946296,SRX972979,9719,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887796,SAMN03327140,simple,3702,Arabidopsis thaliana,9719,,,,,,,no,,,,,MPI-DB,SRA249184,,public,67F16527D9827766EB8BC36A378EA2EE,EFC72CADFCC011DD69D3A1D7B4BA70EF
SRR1946297,2016-05-06,2015-03-30,20989135,4197827000,20989135,200,2772,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1946297,SRX972980,9720,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887799,SAMN03327141,simple,3702,Arabidopsis thaliana,9720,,,,,,,no,,,,,MPI-DB,SRA249184,,public,4BF441403539E2C7617C898CDB6EFDD6,87C12159F335B916A92D9D178D19146A
